;Make;Model;Year;HP;Cilindros;Transmision;Tipo Traccion;Autopista MPG;Ciudad MPG;Precio
3683;Mercedes-Benz;E-Class;2015;195.0;4.0;Automatico;Traccion Trasera;42;28;51800
3687;Mercedes-Benz;E-Class;2015;329.0;6.0;Automatico;Traccion Trasera;29;20;62350
3688;Mercedes-Benz;E-Class;2016;329.0;6.0;Automatico;Traccion Trasera;29;20;63100
3689;Mercedes-Benz;E-Class;2016;302.0;6.0;Automatico;AWD Tracción integral;27;20;59900
3691;Mercedes-Benz;E-Class;2016;195.0;4.0;Automatico;AWD Tracción integral;38;27;55150
3692;Mercedes-Benz;E-Class;2016;302.0;6.0;Automatico;Traccion Trasera;29;20;53100
3693;Mercedes-Benz;E-Class;2016;329.0;6.0;Automatico;AWD Tracción integral;28;20;65600
3696;Mercedes-Benz;E-Class;2016;302.0;6.0;Automatico;AWD Tracción integral;28;20;55600
3697;Mercedes-Benz;E-Class;2016;329.0;6.0;Automatico;Traccion Trasera;29;20;54200
3698;Mercedes-Benz;E-Class;2016;402.0;8.0;Automatico;Traccion Trasera;26;18;60300
3699;Mercedes-Benz;E-Class;2016;329.0;6.0;Automatico;Traccion Trasera;29;20;62250
3702;Mercedes-Benz;E-Class;2016;402.0;8.0;Automatico;Traccion Trasera;26;17;68700
3704;Mercedes-Benz;E-Class;2016;195.0;4.0;Automatico;Traccion Trasera;42;28;52650
3706;Mercedes-Benz;E-Class;2016;329.0;6.0;Automatico;AWD Tracción integral;28;20;56700
3707;Mercedes-Benz;E-Class;2017;329.0;6.0;Automatico;Traccion Trasera;29;20;62600
3708;Mercedes-Benz;E-Class;2017;241.0;4.0;Automatico;AWD Tracción integral;29;22;54650
3710;Mercedes-Benz;E-Class;2017;329.0;6.0;Automatico;AWD Tracción integral;28;20;57050
3711;Mercedes-Benz;E-Class;2017;241.0;4.0;Automatico;Traccion Trasera;30;22;52150
3713;Mercedes-Benz;E-Class;2017;329.0;6.0;Automatico;Traccion Trasera;29;20;54550
3714;Mercedes-Benz;E-Class;2017;402.0;8.0;Automatico;Traccion Trasera;26;18;60650
3715;Mercedes-Benz;E-Class;2017;402.0;8.0;Automatico;Traccion Trasera;25;17;69100
3720;Ford;E-Series Van;2012;255.0;8.0;Automatico;Traccion Trasera;16;12;31460
3721;Ford;E-Series Van;2012;225.0;8.0;Automatico;Traccion Trasera;17;13;26630
3722;Ford;E-Series Van;2012;225.0;8.0;Automatico;Traccion Trasera;17;13;27630
3723;Ford;E-Series Van;2012;225.0;8.0;Automatico;Traccion Trasera;17;13;28985
3724;Ford;E-Series Van;2012;225.0;8.0;Automatico;Traccion Trasera;17;13;27840
3725;Ford;E-Series Van;2012;255.0;8.0;Automatico;Traccion Trasera;16;12;30560
3726;Ford;E-Series Van;2013;225.0;8.0;Automatico;Traccion Trasera;17;13;27325
3727;Ford;E-Series Van;2013;255.0;8.0;Automatico;Traccion Trasera;16;12;31485
3728;Ford;E-Series Van;2013;225.0;8.0;Automatico;Traccion Trasera;17;13;30145
3729;Ford;E-Series Van;2013;225.0;8.0;Automatico;Traccion Trasera;17;13;28785
3730;Ford;E-Series Van;2013;225.0;8.0;Automatico;Traccion Trasera;17;13;28540
3731;Ford;E-Series Van;2013;255.0;8.0;Automatico;Traccion Trasera;16;12;32385
3732;Ford;E-Series Van;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;28600
3733;Ford;E-Series Van;2014;255.0;8.0;Automatico;Traccion Trasera;16;12;32760
3734;Ford;E-Series Van;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;30060
3735;Ford;E-Series Van;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;31420
3736;Ford;E-Series Van;2014;255.0;8.0;Automatico;Traccion Trasera;16;12;33660
3737;Ford;E-Series Van;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;29815
3738;Ford;E-Series Wagon;2012;225.0;8.0;Automatico;Traccion Trasera;16;13;28760
3739;Ford;E-Series Wagon;2012;255.0;8.0;Automatico;Traccion Trasera;15;11;34320
3740;Ford;E-Series Wagon;2012;255.0;8.0;Automatico;Traccion Trasera;15;11;35620
3741;Ford;E-Series Wagon;2012;255.0;8.0;Automatico;Traccion Trasera;15;11;34160
3742;Ford;E-Series Wagon;2012;225.0;8.0;Automatico;Traccion Trasera;16;13;31200
3743;Ford;E-Series Wagon;2012;255.0;8.0;Automatico;Traccion Trasera;15;11;31855
3744;Ford;E-Series Wagon;2013;255.0;8.0;Automatico;Traccion Trasera;15;11;35245
3745;Ford;E-Series Wagon;2013;255.0;8.0;Automatico;Traccion Trasera;15;11;36545
3746;Ford;E-Series Wagon;2013;255.0;8.0;Automatico;Traccion Trasera;15;11;32785
3747;Ford;E-Series Wagon;2013;255.0;8.0;Automatico;Traccion Trasera;15;11;35085
3748;Ford;E-Series Wagon;2013;225.0;8.0;Automatico;Traccion Trasera;16;13;29455
3749;Ford;E-Series Wagon;2013;225.0;8.0;Automatico;Traccion Trasera;16;13;31900
3750;Ford;E-Series Wagon;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;32675
3751;Ford;E-Series Wagon;2014;255.0;8.0;Automatico;Traccion Trasera;15;11;37320
3752;Ford;E-Series Wagon;2014;255.0;8.0;Automatico;Traccion Trasera;15;11;36020
3753;Ford;E-Series Wagon;2014;255.0;8.0;Automatico;Traccion Trasera;15;11;35860
3754;Ford;E-Series Wagon;2014;255.0;8.0;Automatico;Traccion Trasera;15;11;33560
3755;Ford;E-Series Wagon;2014;225.0;8.0;Automatico;Traccion Trasera;16;13;30230
3756;Mercedes-Benz;E55 AMG;1999;349.0;8.0;Automatico;Traccion Trasera;21;15;5878
3757;Mercedes-Benz;E55 AMG;2000;349.0;8.0;Automatico;Traccion Trasera;21;15;6120
3758;Toyota;ECHO;2003;108.0;4.0;Manual;Tracción Delantera;38;30;10775
3759;Toyota;ECHO;2003;108.0;4.0;Automatico;Tracción Delantera;36;28;11575
3760;Toyota;ECHO;2003;108.0;4.0;Manual;Tracción Delantera;38;30;10245
3761;Toyota;ECHO;2003;108.0;4.0;Automatico;Tracción Delantera;36;28;11045
3762;Toyota;ECHO;2004;108.0;4.0;Manual;Tracción Delantera;38;30;10885
3763;Toyota;ECHO;2004;108.0;4.0;Automatico;Tracción Delantera;36;28;11685
3764;Toyota;ECHO;2004;108.0;4.0;Automatico;Tracción Delantera;36;28;11155
3765;Toyota;ECHO;2004;108.0;4.0;Manual;Tracción Delantera;38;30;10355
3766;Toyota;ECHO;2005;108.0;4.0;Manual;Tracción Delantera;38;30;10985
3767;Toyota;ECHO;2005;108.0;4.0;Automatico;Tracción Delantera;36;28;11255
3768;Toyota;ECHO;2005;108.0;4.0;Automatico;Tracción Delantera;36;28;11785
3769;Toyota;ECHO;2005;108.0;4.0;Manual;Tracción Delantera;38;30;10455
3770;Mitsubishi;Eclipse Spyder;2010;162.0;4.0;Automatico;Tracción Delantera;26;19;27799
3771;Mitsubishi;Eclipse Spyder;2010;265.0;6.0;Automatico;Tracción Delantera;24;16;32599
3772;Mitsubishi;Eclipse Spyder;2011;265.0;6.0;Automatico;Tracción Delantera;24;16;32599
3773;Mitsubishi;Eclipse Spyder;2011;162.0;4.0;Automatico;Tracción Delantera;27;20;27999
3774;Mitsubishi;Eclipse Spyder;2012;162.0;4.0;Automatico;Tracción Delantera;27;20;28299
3775;Mitsubishi;Eclipse Spyder;2012;265.0;6.0;Automatico;Tracción Delantera;24;16;32599
3776;Mitsubishi;Eclipse Spyder;2012;162.0;4.0;Automatico;Tracción Delantera;27;20;27999
3777;Mitsubishi;Eclipse;2010;162.0;4.0;Automatico;Tracción Delantera;27;20;24699
3778;Mitsubishi;Eclipse;2010;162.0;4.0;Manual;Tracción Delantera;28;20;20699
3779;Mitsubishi;Eclipse;2010;265.0;6.0;Automatico;Tracción Delantera;24;16;29089
3780;Mitsubishi;Eclipse;2010;162.0;4.0;Automatico;Tracción Delantera;27;20;21699
3781;Mitsubishi;Eclipse;2010;265.0;6.0;Manual;Tracción Delantera;25;16;28089
3782;Mitsubishi;Eclipse;2011;162.0;4.0;Automatico;Tracción Delantera;28;20;24699
3783;Mitsubishi;Eclipse;2011;162.0;4.0;Automatico;Tracción Delantera;28;20;19999
3784;Mitsubishi;Eclipse;2011;162.0;4.0;Manual;Tracción Delantera;28;20;18999
3785;Mitsubishi;Eclipse;2011;265.0;6.0;Automatico;Tracción Delantera;25;17;29089
3786;Mitsubishi;Eclipse;2012;162.0;4.0;Manual;Tracción Delantera;28;20;19499
3787;Mitsubishi;Eclipse;2012;162.0;4.0;Automatico;Tracción Delantera;28;20;20499
3788;Mitsubishi;Eclipse;2012;162.0;4.0;Automatico;Tracción Delantera;28;20;24699
3789;Mitsubishi;Eclipse;2012;265.0;6.0;Automatico;Tracción Delantera;25;17;29089
3791;Ford;Edge;2015;245.0;4.0;Automatico;AWD Tracción integral;28;20;30095
3792;Ford;Edge;2015;245.0;4.0;Automatico;AWD Tracción integral;28;20;33495
3793;Ford;Edge;2015;245.0;4.0;Automatico;Tracción Delantera;30;20;28100
3794;Ford;Edge;2015;245.0;4.0;Automatico;Tracción Delantera;30;20;31500
3795;Ford;Edge;2015;315.0;6.0;Automatico;AWD Tracción integral;24;17;40095
3796;Ford;Edge;2015;315.0;6.0;Automatico;Tracción Delantera;27;18;38100
3797;Ford;Edge;2015;245.0;4.0;Automatico;AWD Tracción integral;28;20;37595
3798;Ford;Edge;2015;245.0;4.0;Automatico;Tracción Delantera;30;20;35600
3799;Ford;Edge;2016;245.0;4.0;Automatico;Tracción Delantera;30;20;28700
3800;Ford;Edge;2016;245.0;4.0;Automatico;AWD Tracción integral;28;20;30695
3801;Ford;Edge;2016;245.0;4.0;Automatico;Tracción Delantera;30;20;31790
3802;Ford;Edge;2016;245.0;4.0;Automatico;AWD Tracción integral;28;20;37595
3803;Ford;Edge;2016;315.0;6.0;Automatico;AWD Tracción integral;24;17;40900
3804;Ford;Edge;2016;245.0;4.0;Automatico;AWD Tracción integral;28;20;33785
3805;Ford;Edge;2016;245.0;4.0;Automatico;Tracción Delantera;30;20;35600
3806;Ford;Edge;2017;245.0;4.0;Automatico;Tracción Delantera;29;21;28950
3807;Ford;Edge;2017;245.0;4.0;Automatico;AWD Tracción integral;27;20;37595
3808;Ford;Edge;2017;315.0;6.0;Automatico;AWD Tracción integral;24;17;40900
3809;Ford;Edge;2017;245.0;4.0;Automatico;AWD Tracción integral;27;20;30945
3810;Ford;Edge;2017;245.0;4.0;Automatico;AWD Tracción integral;27;20;33785
3811;Ford;Edge;2017;245.0;4.0;Automatico;Tracción Delantera;29;20;31790
3812;Ford;Edge;2017;245.0;4.0;Automatico;Tracción Delantera;29;20;35600
3815;Oldsmobile;Eighty-Eight Royale;1994;170.0;6.0;Automatico;Tracción Delantera;26;17;2000
3819;Oldsmobile;Eighty-Eight Royale;1995;205.0;6.0;Automatico;Tracción Delantera;26;17;2000
3822;Oldsmobile;Eighty-Eight Royale;1995;225.0;6.0;Automatico;Tracción Delantera;26;17;2000
3823;Oldsmobile;Eighty-Eight;1997;205.0;6.0;Automatico;Tracción Delantera;26;17;2000
3825;Oldsmobile;Eighty-Eight;1998;205.0;6.0;Automatico;Tracción Delantera;27;17;2000
3826;Oldsmobile;Eighty-Eight;1998;205.0;6.0;Automatico;Tracción Delantera;27;17;2098
3827;Oldsmobile;Eighty-Eight;1999;205.0;6.0;Automatico;Tracción Delantera;27;17;2210
3828;Oldsmobile;Eighty-Eight;1999;205.0;6.0;Automatico;Tracción Delantera;27;17;2107
3829;Oldsmobile;Eighty-Eight;1999;205.0;6.0;Automatico;Tracción Delantera;27;17;2320
3830;Hyundai;Elantra Coupe;2013;145.0;4.0;Automatico;Tracción Delantera;37;27;18595
3831;Hyundai;Elantra Coupe;2013;148.0;4.0;Automatico;Tracción Delantera;37;27;18595
3832;Hyundai;Elantra Coupe;2013;148.0;4.0;Manual;Tracción Delantera;38;28;19895
3833;Hyundai;Elantra Coupe;2013;145.0;4.0;Automatico;Tracción Delantera;37;27;20895
3834;Hyundai;Elantra Coupe;2013;148.0;4.0;Automatico;Tracción Delantera;37;27;20895
3835;Hyundai;Elantra Coupe;2013;148.0;4.0;Manual;Tracción Delantera;38;28;17595
3836;Hyundai;Elantra Coupe;2014;166.0;4.0;Automatico;Tracción Delantera;34;24;19600
3837;Hyundai;Elantra Coupe;2014;173.0;4.0;Automatico;Tracción Delantera;34;24;19600
3838;Hyundai;Elantra GT;2015;173.0;4.0;Automatico;Tracción Delantera;33;24;19800
3839;Hyundai;Elantra GT;2015;173.0;4.0;Manual;Tracción Delantera;34;24;18800
3840;Hyundai;Elantra GT;2016;173.0;4.0;Manual;Tracción Delantera;33;24;18800
3841;Hyundai;Elantra GT;2016;173.0;4.0;Automatico;Tracción Delantera;33;24;19800
3842;Hyundai;Elantra GT;2017;173.0;4.0;Manual;Tracción Delantera;32;24;18800
3843;Hyundai;Elantra GT;2017;173.0;4.0;Automatico;Tracción Delantera;32;24;19800
3844;Hyundai;Elantra Touring;2010;138.0;4.0;Automatico;Tracción Delantera;30;23;17195
3845;Hyundai;Elantra Touring;2010;138.0;4.0;Automatico;Tracción Delantera;30;23;19795
3846;Hyundai;Elantra Touring;2010;138.0;4.0;Manual;Tracción Delantera;31;23;15995
3847;Hyundai;Elantra Touring;2010;138.0;4.0;Manual;Tracción Delantera;31;23;18995
3848;Hyundai;Elantra Touring;2011;138.0;4.0;Manual;Tracción Delantera;31;23;15995
3849;Hyundai;Elantra Touring;2011;138.0;4.0;Manual;Tracción Delantera;31;23;19495
3850;Hyundai;Elantra Touring;2011;138.0;4.0;Automatico;Tracción Delantera;30;23;17195
3851;Hyundai;Elantra Touring;2011;138.0;4.0;Automatico;Tracción Delantera;30;23;20295
3852;Hyundai;Elantra Touring;2012;138.0;4.0;Automatico;Tracción Delantera;30;23;17195
3853;Hyundai;Elantra Touring;2012;138.0;4.0;Manual;Tracción Delantera;31;23;15995
3854;Hyundai;Elantra Touring;2012;138.0;4.0;Manual;Tracción Delantera;31;23;19495
3855;Hyundai;Elantra Touring;2012;138.0;4.0;Automatico;Tracción Delantera;30;23;20295
3856;Hyundai;Elantra;2015;173.0;4.0;Automatico;Tracción Delantera;35;24;22600
3857;Hyundai;Elantra;2015;145.0;4.0;Automatico;Tracción Delantera;37;27;21700
3858;Hyundai;Elantra;2015;145.0;4.0;Automatico;Tracción Delantera;38;28;18250
3859;Hyundai;Elantra;2015;145.0;4.0;Manual;Tracción Delantera;37;27;17250
3860;Hyundai;Elantra;2015;166.0;4.0;Automatico;Tracción Delantera;35;24;22600
3861;Hyundai;Elantra;2015;173.0;4.0;Manual;Tracción Delantera;34;24;21600
3863;Hyundai;Elantra;2016;173.0;4.0;Automatico;Tracción Delantera;35;24;21250
3864;Hyundai;Elantra;2016;145.0;4.0;Automatico;Tracción Delantera;38;28;18250
3865;Hyundai;Elantra;2016;166.0;4.0;Automatico;Tracción Delantera;35;24;21250
3866;Hyundai;Elantra;2016;145.0;4.0;Automatico;Tracción Delantera;37;27;21700
3867;Hyundai;Elantra;2016;173.0;4.0;Manual;Tracción Delantera;34;24;20250
3868;Hyundai;Elantra;2016;145.0;4.0;Manual;Tracción Delantera;37;27;17250
3870;Hyundai;Elantra;2016;145.0;4.0;Automatico;Tracción Delantera;38;28;19700
3871;Hyundai;Elantra;2017;147.0;4.0;Automatico;Tracción Delantera;38;29;18150
3872;Hyundai;Elantra;2017;147.0;4.0;Automatico;Tracción Delantera;37;28;22350
3875;Hyundai;Elantra;2017;147.0;4.0;Manual;Tracción Delantera;36;26;17150
3877;Hyundai;Elantra;2017;201.0;4.0;Manual Automatica;Tracción Delantera;33;26;22750
3878;Hyundai;Elantra;2017;201.0;4.0;Manual;Tracción Delantera;30;22;21650
3879;Hyundai;Elantra;2017;147.0;4.0;Automatico;Tracción Delantera;38;29;20250
3880;Cadillac;Eldorado;2000;275.0;8.0;Automatico;Tracción Delantera;25;15;2905
3881;Cadillac;Eldorado;2000;300.0;8.0;Automatico;Tracción Delantera;25;15;3257
3882;Cadillac;Eldorado;2001;300.0;8.0;Automatico;Tracción Delantera;25;15;44011
3883;Cadillac;Eldorado;2001;275.0;8.0;Automatico;Tracción Delantera;25;15;40436
3884;Cadillac;Eldorado;2002;300.0;8.0;Automatico;Tracción Delantera;25;16;47660
3885;Cadillac;Eldorado;2002;300.0;8.0;Automatico;Tracción Delantera;25;16;45265
3886;Cadillac;Eldorado;2002;275.0;8.0;Automatico;Tracción Delantera;25;16;42130
3891;Honda;Element;2009;166.0;4.0;Manual;AWD Tracción integral;23;18;22785
3892;Honda;Element;2009;166.0;4.0;Automatico;Tracción Delantera;25;20;25770
3893;Honda;Element;2009;166.0;4.0;Manual;Tracción Delantera;23;18;23270
3894;Honda;Element;2009;166.0;4.0;Automatico;AWD Tracción integral;24;19;23585
3895;Honda;Element;2009;166.0;4.0;Automatico;Tracción Delantera;25;20;20275
3896;Honda;Element;2009;166.0;4.0;Automatico;Tracción Delantera;25;20;24085
3897;Honda;Element;2009;166.0;4.0;Automatico;AWD Tracción integral;24;19;25285
3898;Honda;Element;2009;166.0;4.0;Automatico;AWD Tracción integral;24;19;21475
3899;Honda;Element;2009;166.0;4.0;Automatico;Tracción Delantera;25;20;24070
3900;Honda;Element;2009;166.0;4.0;Automatico;Tracción Delantera;25;20;22385
3901;Honda;Element;2010;166.0;4.0;Automatico;AWD Tracción integral;24;19;23885
3902;Honda;Element;2010;166.0;4.0;Automatico;Tracción Delantera;25;20;22635
3903;Honda;Element;2010;166.0;4.0;Automatico;Tracción Delantera;25;20;24335
3904;Honda;Element;2010;166.0;4.0;Automatico;AWD Tracción integral;24;19;25585
3905;Honda;Element;2010;166.0;4.0;Automatico;Tracción Delantera;25;20;20525
3906;Honda;Element;2010;166.0;4.0;Automatico;AWD Tracción integral;24;19;21775
3907;Honda;Element;2010;166.0;4.0;Automatico;Tracción Delantera;25;20;24320
3908;Honda;Element;2011;166.0;4.0;Automatico;AWD Tracción integral;24;19;24185
3909;Honda;Element;2011;166.0;4.0;Automatico;AWD Tracción integral;24;19;22075
3910;Honda;Element;2011;166.0;4.0;Automatico;Tracción Delantera;25;20;20825
3911;Honda;Element;2011;166.0;4.0;Automatico;Tracción Delantera;25;20;22935
3912;Lotus;Elise;2009;189.0;4.0;Manual;Traccion Trasera;27;21;43995
3913;Lotus;Elise;2009;218.0;4.0;Manual;Traccion Trasera;26;20;54990
3914;Lotus;Elise;2009;189.0;4.0;Manual;Traccion Trasera;27;21;47250
3915;Lotus;Elise;2010;189.0;4.0;Manual;Traccion Trasera;27;21;47250
3916;Lotus;Elise;2010;218.0;4.0;Manual;Traccion Trasera;26;20;54990
3917;Lotus;Elise;2011;189.0;4.0;Manual;Traccion Trasera;27;21;51845
3918;Lotus;Elise;2011;217.0;4.0;Manual;Traccion Trasera;26;20;54990
3919;Lotus;Elise;2011;217.0;4.0;Manual;Traccion Trasera;26;20;57950
3920;Buick;Enclave;2015;288.0;6.0;Automatico;AWD Tracción integral;22;16;49305
3921;Buick;Enclave;2015;288.0;6.0;Automatico;Tracción Delantera;24;17;39050
3922;Buick;Enclave;2015;288.0;6.0;Automatico;Tracción Delantera;24;17;43450
3923;Buick;Enclave;2015;288.0;6.0;Automatico;AWD Tracción integral;22;16;45450
3924;Buick;Enclave;2015;288.0;6.0;Automatico;Tracción Delantera;24;17;47305
3925;Buick;Enclave;2016;288.0;6.0;Automatico;Tracción Delantera;22;15;43660
3926;Buick;Enclave;2016;288.0;6.0;Automatico;AWD Tracción integral;22;15;49515
3927;Buick;Enclave;2016;288.0;6.0;Automatico;Tracción Delantera;22;15;39065
3928;Buick;Enclave;2016;288.0;6.0;Automatico;Tracción Delantera;22;15;47515
3929;Buick;Enclave;2016;288.0;6.0;Automatico;AWD Tracción integral;22;15;45660
3930;Buick;Enclave;2017;288.0;6.0;Automatico;Tracción Delantera;22;15;39065
3931;Buick;Enclave;2017;288.0;6.0;Automatico;AWD Tracción integral;22;15;45765
3932;Buick;Enclave;2017;288.0;6.0;Automatico;Tracción Delantera;22;15;47625
3933;Buick;Enclave;2017;288.0;6.0;Automatico;Tracción Delantera;22;15;43765
3934;Buick;Enclave;2017;288.0;6.0;Automatico;AWD Tracción integral;22;15;49625
3935;Buick;Encore;2015;138.0;4.0;Automatico;AWD Tracción integral;30;23;29450
3936;Buick;Encore;2015;138.0;4.0;Automatico;AWD Tracción integral;30;23;27655
3937;Buick;Encore;2015;138.0;4.0;Automatico;AWD Tracción integral;30;23;25565
3938;Buick;Encore;2015;138.0;4.0;Automatico;Tracción Delantera;33;25;29435
3939;Buick;Encore;2015;138.0;4.0;Automatico;Tracción Delantera;33;25;27950
3940;Buick;Encore;2015;138.0;4.0;Automatico;Tracción Delantera;33;25;24065
3941;Buick;Encore;2015;138.0;4.0;Automatico;Tracción Delantera;33;25;26155
3942;Buick;Encore;2015;138.0;4.0;Automatico;AWD Tracción integral;30;23;30935
3943;Buick;Encore;2016;138.0;4.0;Automatico;AWD Tracción integral;30;23;31285
3944;Buick;Encore;2016;138.0;4.0;Automatico;AWD Tracción integral;30;23;25565
3945;Buick;Encore;2016;138.0;4.0;Automatico;Tracción Delantera;33;25;28300
3946;Buick;Encore;2016;138.0;4.0;Automatico;Tracción Delantera;33;25;29785
3947;Buick;Encore;2016;153.0;4.0;Automatico;AWD Tracción integral;32;26;28850
3948;Buick;Encore;2016;138.0;4.0;Automatico;Tracción Delantera;33;25;24065
3949;Buick;Encore;2016;153.0;4.0;Automatico;Tracción Delantera;34;28;27350
3950;Buick;Encore;2016;138.0;4.0;Automatico;AWD Tracción integral;30;23;29800
3951;Buick;Encore;2016;138.0;4.0;Automatico;Tracción Delantera;33;25;26355
3952;Buick;Encore;2016;138.0;4.0;Automatico;AWD Tracción integral;30;23;27855
3953;Buick;Encore;2017;138.0;4.0;Automatico;AWD Tracción integral;30;24;31965
3954;Buick;Encore;2017;138.0;4.0;Automatico;Tracción Delantera;33;25;26865
3955;Buick;Encore;2017;138.0;4.0;Automatico;AWD Tracción integral;30;24;30565
3956;Buick;Encore;2017;138.0;4.0;Automatico;Tracción Delantera;34;28;25565
3957;Buick;Encore;2017;138.0;4.0;Automatico;AWD Tracción integral;31;26;27065
3958;Buick;Encore;2017;138.0;4.0;Automatico;AWD Tracción integral;30;24;28365
3959;Buick;Encore;2017;138.0;4.0;Automatico;Tracción Delantera;33;25;30465
3960;Buick;Encore;2017;138.0;4.0;Automatico;Tracción Delantera;33;25;24365
3961;Buick;Encore;2017;138.0;4.0;Automatico;AWD Tracción integral;30;24;25865
3962;Buick;Encore;2017;138.0;4.0;Automatico;Tracción Delantera;33;25;29065
3963;Mitsubishi;Endeavor;2008;225.0;6.0;Automatico;AWD Tracción integral;19;15;29099
3965;Mitsubishi;Endeavor;2008;225.0;6.0;Automatico;Tracción Delantera;22;15;27599
3967;Mitsubishi;Endeavor;2010;225.0;6.0;Automatico;Tracción Delantera;21;15;29999
3968;Mitsubishi;Endeavor;2010;225.0;6.0;Automatico;AWD Tracción integral;19;15;31499
3969;Mitsubishi;Endeavor;2010;225.0;6.0;Automatico;Tracción Delantera;21;15;27999
3970;Mitsubishi;Endeavor;2011;225.0;6.0;Automatico;Tracción Delantera;21;15;28299
3971;Mitsubishi;Endeavor;2011;225.0;6.0;Automatico;Tracción Delantera;21;15;32099
3972;Mitsubishi;Endeavor;2011;225.0;6.0;Automatico;AWD Tracción integral;19;15;33599
3973;Hyundai;Entourage;2007;242.0;6.0;Automatico;Tracción Delantera;23;16;26395
3974;Hyundai;Entourage;2007;242.0;6.0;Automatico;Tracción Delantera;23;16;28895
3975;Hyundai;Entourage;2007;242.0;6.0;Automatico;Tracción Delantera;23;16;23895
3976;Hyundai;Entourage;2008;250.0;6.0;Automatico;Tracción Delantera;23;16;29895
3977;Hyundai;Entourage;2008;250.0;6.0;Automatico;Tracción Delantera;23;16;23995
3978;Buick;Envision;2016;252.0;4.0;Automatico;AWD Tracción integral;26;20;42070
3979;Buick;Envision;2016;252.0;4.0;Automatico;AWD Tracción integral;26;20;44710
3980;Buick;Envision;2017;197.0;4.0;Automatico;AWD Tracción integral;28;21;39570
3981;Buick;Envision;2017;252.0;4.0;Automatico;AWD Tracción integral;26;20;44960
3982;Buick;Envision;2017;197.0;4.0;Automatico;Tracción Delantera;29;22;35870
3983;Buick;Envision;2017;252.0;4.0;Automatico;AWD Tracción integral;26;20;42320
3984;Buick;Envision;2017;197.0;4.0;Automatico;AWD Tracción integral;28;21;37720
3985;Buick;Envision;2017;197.0;4.0;Automatico;Tracción Delantera;29;22;37720
3986;GMC;Envoy XL;2004;275.0;6.0;Automatico;4x4;18;13;33570
3987;GMC;Envoy XL;2004;275.0;6.0;Automatico;4x4;18;13;38120
3988;GMC;Envoy XL;2004;275.0;6.0;Automatico;Traccion Trasera;18;13;31320
3989;GMC;Envoy XL;2004;275.0;6.0;Automatico;Traccion Trasera;18;13;35870
3990;GMC;Envoy XL;2005;275.0;6.0;Automatico;Traccion Trasera;18;13;33810
3991;GMC;Envoy XL;2005;275.0;6.0;Automatico;4x4;17;12;36060
3992;GMC;Envoy XL;2005;300.0;8.0;Automatico;Traccion Trasera;19;13;38160
3993;GMC;Envoy XL;2005;275.0;6.0;Automatico;4x4;17;12;31945
3994;GMC;Envoy XL;2005;300.0;8.0;Automatico;4x4;18;13;40235
3995;GMC;Envoy XL;2005;275.0;6.0;Automatico;Traccion Trasera;18;13;29695
3996;GMC;Envoy XL;2006;291.0;6.0;Automatico;4x4;18;13;33160
3997;GMC;Envoy XL;2006;300.0;8.0;Automatico;4x4;18;13;37600
3998;GMC;Envoy XL;2006;291.0;6.0;Automatico;4x4;18;13;29630
3999;GMC;Envoy XL;2006;291.0;6.0;Automatico;Traccion Trasera;19;14;30910
4000;GMC;Envoy XL;2006;300.0;8.0;Automatico;Traccion Trasera;19;14;35350
4001;GMC;Envoy XL;2006;291.0;6.0;Automatico;Traccion Trasera;19;14;27380
4002;GMC;Envoy XUV;2005;275.0;6.0;Automatico;4x4;17;12;36115
4003;GMC;Envoy XUV;2005;275.0;6.0;Automatico;Traccion Trasera;18;13;29780
4004;GMC;Envoy XUV;2005;275.0;6.0;Automatico;Traccion Trasera;18;13;33865
4005;GMC;Envoy XUV;2005;275.0;6.0;Automatico;4x4;17;12;32030
4006;GMC;Envoy;2007;291.0;6.0;Automatico;4x4;20;14;32960
4007;GMC;Envoy;2007;291.0;6.0;Automatico;Traccion Trasera;20;14;26760
4008;GMC;Envoy;2007;291.0;6.0;Automatico;Traccion Trasera;20;14;30770
4009;GMC;Envoy;2007;302.0;8.0;Automatico;Traccion Trasera;20;14;34990
4010;GMC;Envoy;2007;291.0;6.0;Automatico;4x4;20;14;28950
4011;GMC;Envoy;2007;302.0;8.0;Automatico;4x4;19;13;37190
4012;GMC;Envoy;2008;285.0;6.0;Automatico;4x4;20;14;34020
4013;GMC;Envoy;2008;285.0;6.0;Automatico;Traccion Trasera;20;14;27980
4014;GMC;Envoy;2008;300.0;8.0;Automatico;4x4;19;13;37105
4015;GMC;Envoy;2008;300.0;8.0;Automatico;Traccion Trasera;20;14;34970
4016;GMC;Envoy;2008;285.0;6.0;Automatico;4x4;20;14;30115
4017;GMC;Envoy;2008;285.0;6.0;Automatico;Traccion Trasera;20;14;31885
4018;GMC;Envoy;2009;285.0;6.0;Automatico;4x4;20;14;35615
4019;GMC;Envoy;2009;300.0;8.0;Automatico;Traccion Trasera;21;15;36535
4020;GMC;Envoy;2009;285.0;6.0;Automatico;Traccion Trasera;20;14;30625
4021;GMC;Envoy;2009;285.0;6.0;Automatico;4x4;20;14;32760
